file,Implementation Smell,commit,name,owner,status
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
